store_key,item_key,policy_key,avg_daily_demand,annual_demand,unit_price,eoq,best_model_name,service_level,z_value,forecast_error_sigma,safety_stock,reorder_point,avg_inventory,holding_cost
1,27,1,22.23013698630137,8114.0,1639.41,192.6656728261016,XGBoost,0.95,1.645,6.316693843935481,27.491899676560855,183.10285858067044,123.82473608961166,40599.90211853406
1,27,2,22.23013698630137,8114.0,1639.41,192.6656728261016,XGBoost,0.95,1.645,4.32678819996596,18.831311134288125,174.4422700383977,115.16414754733893,37760.25102611659
1,28,1,88.68493150684931,32370.0,43.52,2361.8784196307915,XGBoost,0.95,1.645,16.542359733479366,71.99666557261118,692.7911861205563,1252.935875388007,10905.553859377213
1,28,2,88.68493150684931,32370.0,43.52,2361.8784196307915,XGBoost,0.95,1.645,10.613621182372855,46.19324855057769,666.9877690985228,1227.1324583659734,10680.960917617433
1,29,1,70.3917808219178,25693.0,119.82,1268.158049004888,XGBoost,0.95,1.645,15.04744844583468,65.4904216164088,558.2328873698334,699.5694461188527,16764.482206792185
1,29,2,70.3917808219178,25693.0,119.82,1268.158049004888,XGBoost,0.95,1.645,9.430922575025493,41.04583563740976,533.7883013908344,675.1248601398537,16178.692148391454
1,30,1,40.986301369863014,14960.0,595.5,434.06577639428775,XGBoost,0.95,1.645,8.590709322858729,37.389008346712025,324.2931179357532,254.4218965438559,30301.64787837324
1,30,2,40.986301369863014,14960.0,595.5,434.06577639428775,XGBoost,0.95,1.645,6.076536110266468,26.446670560871237,313.35078014991234,243.47955875801512,28998.415448079602
1,31,1,58.80821917808219,21465.0,198.8,899.8868138082677,XGBoost,0.95,1.645,11.607219485946473,50.51764760418583,462.17518185076113,500.46105450831965,19898.331527250793
1,31,2,58.80821917808219,21465.0,198.8,899.8868138082677,XGBoost,0.95,1.645,7.501157910971519,32.64699633091417,444.3045305774895,482.59040323504803,19187.794432625513
1,32,1,44.4986301369863,16242.0,462.3,513.3202983981507,XGBoost,0.95,1.645,9.601197369188977,41.78691596744409,353.27732692634817,298.44706516651945,27594.41564529639
1,32,2,44.4986301369863,16242.0,462.3,513.3202983981507,XGBoost,0.95,1.645,6.944210251850927,30.223014807044844,341.7134257659489,286.8831640061202,26525.217344005876
1,33,1,70.15890410958905,25608.0,130.37,1213.7510804129695,XGBoost,0.95,1.645,12.777240837556711,55.60988579280483,546.7222145599281,662.4854259992895,17273.644997505475
1,33,2,70.15890410958905,25608.0,130.37,1213.7510804129695,XGBoost,0.95,1.645,8.888471506320569,38.684947057287,529.7972758244103,645.5604872637717,16832.344144915583
1,34,1,25.96712328767123,9478.0,1384.8,226.56637516855645,XGBoost,0.95,1.645,6.588540269001486,28.675046245002115,210.44490925870073,141.95823382928035,39316.75244135748
1,34,2,25.96712328767123,9478.0,1384.8,226.56637516855645,XGBoost,0.95,1.645,5.039490631449161,21.93317806494339,203.703041078642,135.21636564922161,37449.52463020841
1,35,1,66.46301369863014,24259.0,167.93,1040.8854431713369,XGBoost,0.95,1.645,12.768936828512008,55.57374457887068,520.8148404692816,576.0164661645391,19346.089032602213
1,35,2,66.46301369863014,24259.0,167.93,1040.8854431713369,XGBoost,0.95,1.645,7.019227360802624,30.549508837669062,495.79060472808004,550.9922304233374,18505.625050998213
1,36,1,77.55616438356165,28308.0,78.57,1643.8297975177757,XGBoost,0.95,1.645,13.787965004943413,60.00882107398015,602.9019717589117,881.923719832868,13858.549333453686
1,36,2,77.55616438356165,28308.0,78.57,1643.8297975177757,XGBoost,0.95,1.645,9.716920337450874,42.29057251821777,585.1837232031494,864.2054712771056,13580.124775648437
1,37,1,29.057534246575344,10606.0,1169.73,260.7736038362523,XGBoost,0.95,1.645,9.402573322934934,40.9224522958018,244.3251920218292,171.30925421392794,40077.11478633159
1,37,2,29.057534246575344,10606.0,1169.73,260.7736038362523,XGBoost,0.95,1.645,6.5574419470683765,28.539698234188634,231.942437960216,158.92650015231476,37180.219004633436
1,38,1,82.46575342465754,30100.0,66.37,1844.2847308508524,XGBoost,0.95,1.645,16.425816674252427,71.4894397719904,648.7497137445931,993.6318051974166,13189.46858219051
1,38,2,82.46575342465754,30100.0,66.37,1844.2847308508524,XGBoost,0.95,1.645,10.630866537250247,46.268304834432755,623.5285788070355,968.410670259859,12854.683237029369
1,39,1,44.49589041095891,16241.0,503.01,492.0947201243708,XGBoost,0.95,1.645,12.459907035181695,54.228766290353185,365.6999991670655,300.2761263525386,30208.37886331809
1,39,2,44.49589041095891,16241.0,503.01,492.0947201243708,XGBoost,0.95,1.645,7.589935191714128,33.03337821929347,344.5046110960058,279.08073828147883,28076.080432593335
1,40,1,29.638356164383563,10818.0,1272.73,252.48523118565637,XGBoost,0.95,1.645,7.350419510829891,31.990943484839075,239.459436635524,158.23355907766725,40277.71952898389
1,40,2,29.638356164383563,10818.0,1272.73,252.48523118565637,XGBoost,0.95,1.645,5.392261368672079,23.468528353586876,230.9370215042718,149.71114394641506,38108.37284698417
1,41,1,22.424657534246574,8185.0,2111.73,170.49858486761838,XGBoost,0.95,1.645,7.557076969755146,32.89037066439768,189.8629734041237,118.13966309820687,49895.81415087528
1,41,2,22.424657534246574,8185.0,2111.73,170.49858486761838,XGBoost,0.95,1.645,5.551660071849478,24.162273098004746,181.13487583773076,109.41156553181393,46209.537056099485
1,42,1,36.989041095890414,13501.0,704.99,378.9850879324053,XGBoost,0.95,1.645,8.884639170321616,38.66826773113741,297.5915554023703,228.16081169734005,32170.218127701555
1,42,2,36.989041095890414,13501.0,704.99,378.9850879324053,XGBoost,0.95,1.645,6.246858414754071,27.187957668231896,286.1112453394648,216.68050163443453,30551.517369452005
1,43,1,51.73424657534247,18883.0,358.9,628.1731929358414,XGBoost,0.95,1.645,10.280926216080308,44.74527325492635,406.88499928232363,358.83186972284705,25756.95160870596
1,43,2,51.73424657534247,18883.0,358.9,628.1731929358414,XGBoost,0.95,1.645,7.905447623173422,34.40657064031201,396.54629666770927,348.4931671082327,25014.839535028943
1,44,1,29.665753424657535,10828.0,908.1,299.045944697422,XGBoost,0.95,1.645,9.764859674979958,42.49921702283876,250.1594909954415,192.02218937154976,34875.070033660864
1,44,2,29.665753424657535,10828.0,908.1,299.045944697422,XGBoost,0.95,1.645,6.614494923894272,28.78800767483891,236.44828164744166,178.31098002354992,32384.840191877138
1,45,1,80.72602739726027,29465.0,61.0,1903.3512291848144,XGBoost,0.95,1.645,14.913362635340416,64.90684518525124,629.9890369660731,1016.5824597776584,12402.306009287433
1,45,2,80.72602739726027,29465.0,61.0,1903.3512291848144,XGBoost,0.95,1.645,9.900163295087706,43.08809367916887,608.1702854599907,994.7637082715761,12136.117240913229
1,46,1,59.15890410958904,21593.0,216.31,865.2643795331202,XGBoost,0.95,1.645,12.729217062842748,55.40087379552503,469.5132025626483,488.0330635620851,21113.286395822925
1,46,2,59.15890410958904,21593.0,216.31,865.2643795331202,XGBoost,0.95,1.645,7.834092302659059,34.096013668352214,448.20834243547546,466.7282034349123,20191.595537001176
1,47,1,22.515068493150686,8218.0,1940.83,178.2050273852289,XGBoost,0.95,1.645,6.116952234119204,26.622572076715894,184.2280515287707,115.72508576933035,44920.54364273788
1,47,2,22.515068493150686,8218.0,1940.83,178.2050273852289,XGBoost,0.95,1.645,4.471988893246502,19.46326243527895,177.06874188733374,108.5657761278934,42141.54305645987
1,48,1,52.106849315068494,19019.0,329.86,657.5967279556363,XGBoost,0.95,1.645,9.95249106286593,43.315837777204976,408.0637829826845,372.11420175502315,24549.11811818239
1,48,2,52.106849315068494,19019.0,329.86,657.5967279556363,XGBoost,0.95,1.645,6.839317786303093,29.7664954298335,394.514440635313,358.5648594076517,23655.2409048416
1,49,1,29.654794520547945,10824.0,988.06,286.63740573811583,XGBoost,0.95,1.645,6.970648654610964,30.338081633812973,237.9216432776486,173.6567845028709,34316.66449918132
1,49,2,29.654794520547945,10824.0,988.06,286.63740573811583,XGBoost,0.95,1.645,5.108200264638076,22.232220315385288,229.8157819592209,165.5509231844432,32714.84903232419
1,50,1,66.27123287671233,24189.0,154.34,1084.1773774248563,XGBoost,0.95,1.645,13.001451644483081,56.58570972265042,520.4843398596367,598.6743984350786,18479.881330894008
1,50,2,66.27123287671233,24189.0,154.34,1084.1773774248563,XGBoost,0.95,1.645,7.969891766246737,34.687048364875864,498.58567850186216,576.775737077304,17803.91345210222
2,1,1,31.353424657534248,11444.0,2297.68,193.27460050988643,XGBoost,0.95,1.645,9.113573093172942,39.664647893780995,259.13862049652073,136.3019481487242,62635.652044472125
2,1,2,31.353424657534248,11444.0,2297.68,193.27460050988643,XGBoost,0.95,1.645,6.10250802366015,26.559707104206787,246.03367970694651,123.19700735915,56613.45997379436
2,2,1,83.6986301369863,30550.0,235.35,986.6863898257802,XGBoost,0.95,1.645,14.160620483569716,61.63071494527345,647.5211259041776,554.9739098581636,26122.62193702376
2,2,2,83.6986301369863,30550.0,235.35,986.6863898257802,XGBoost,0.95,1.645,8.894824802989474,38.71259826200775,624.6030092209119,532.0557931748979,25043.866184742445
2,3,1,52.73972602739726,19250.0,767.06,433.8417373177409,XGBoost,0.95,1.645,11.290817548669516,49.1405838217708,418.31866601355165,266.06145248064126,40817.01954796014
2,3,2,52.73972602739726,19250.0,767.06,433.8417373177409,XGBoost,0.95,1.645,7.390434677230101,32.165099929237854,401.3431821210187,249.0859685881083,38212.77661303887
2,4,1,31.578082191780823,11526.0,1783.76,220.1414024490892,XGBoost,0.95,1.645,7.627080716004466,33.19504523252123,254.241620574987,143.26574645706583,51110.34158005115
2,4,2,31.578082191780823,11526.0,1783.76,220.1414024490892,XGBoost,0.95,1.645,5.402050867726346,23.51113480761695,244.5577101500827,133.58183603216156,47655.5871681457
2,5,1,26.224657534246575,9572.0,2500.0,169.45795938816212,XGBoost,0.95,1.645,7.958106685402291,34.63575661823427,218.2083593579603,119.36473631231533,59682.36815615767
2,5,2,26.224657534246575,9572.0,2500.0,169.45795938816212,XGBoost,0.95,1.645,4.955102487836193,21.56589884650758,205.1385015862336,106.29487854058864,53147.43927029432
2,6,1,84.16712328767123,30721.0,278.63,909.3569039848793,XGBoost,0.95,1.645,15.25549253731716,66.39588378263817,655.5657467963368,521.0743357750778,29037.388435401983
2,6,2,84.16712328767123,30721.0,278.63,909.3569039848793,XGBoost,0.95,1.645,10.634408044957658,46.2837183999785,635.4535814136772,500.96217039241816,27916.617907287895
2,7,1,83.8,30587.0,256.08,946.4795670056156,XGBoost,0.95,1.645,14.724914288790657,64.08666881363024,650.6866688136303,537.326452316438,27519.71158183869
2,7,2,83.8,30587.0,256.08,946.4795670056156,XGBoost,0.95,1.645,9.496287246867164,41.33031974334562,627.9303197433456,514.5701032461534,26354.22240785499
2,8,1,109.6109589041096,40008.0,85.49,1873.4684937255026,XGBoost,0.95,1.645,17.589536154512786,76.55425057229426,843.8309629010614,1013.2884974350455,17325.206729144407
2,8,2,109.6109589041096,40008.0,85.49,1873.4684937255026,XGBoost,0.95,1.645,11.211597528524699,48.79579762506642,816.0725099538336,985.5300444878177,16850.592700652705
2,9,1,73.06027397260274,26667.0,303.16,812.2351182510067,XGBoost,0.95,1.645,14.783818034622886,64.34303328387412,575.7649510920933,470.46059240937745,28524.966638965376
2,9,2,73.06027397260274,26667.0,303.16,812.2351182510067,XGBoost,0.95,1.645,8.872228224095162,38.614252055060845,550.0361698632801,444.7318111805642,26964.97917549997
2,10,1,105.2958904109589,38433.0,93.02,1760.3320942134376,XGBoost,0.95,1.645,18.275572113414754,79.5400580568146,816.6112909335269,959.7061051635334,17854.372380462373
2,10,2,105.2958904109589,38433.0,93.02,1760.3320942134376,XGBoost,0.95,1.645,12.236721658774503,53.25740530166876,790.3286381783811,933.4234524083876,17365.40990860564
2,11,1,100.3890410958904,36642.0,101.21,1647.8151993870235,XGBoost,0.95,1.645,17.27483290475607,75.18457992116628,777.907867592399,899.092179614678,18199.423899760313
2,11,2,100.3890410958904,36642.0,101.21,1647.8151993870235,XGBoost,0.95,1.645,11.20647891409308,48.77352007957921,751.496807750812,872.6811197730909,17664.81122644691
2,12,1,99.53698630136986,36331.0,110.12,1573.027105721957,XGBoost,0.95,1.645,17.265111926171237,75.14227168609662,771.9011757956856,861.6558245470751,18977.107879824784
2,12,2,99.53698630136986,36331.0,110.12,1573.027105721957,XGBoost,0.95,1.645,10.543519959957239,45.888149740746236,742.6470538503353,832.4017026017248,18332.815098100386
2,13,1,120.27945205479452,43902.0,47.35,2637.0161692077554,XGBoost,0.95,1.645,16.98859964555248,73.9388180969368,915.8949824804984,1392.4469027008145,13186.472168576714
2,13,2,120.27945205479452,43902.0,47.35,2637.0161692077554,XGBoost,0.95,1.645,11.385992634671023,49.554810627867084,891.5109750114286,1368.0628952317447,12955.555617844624
2,14,1,84.06575342465753,30684.0,182.71,1122.2909476407967,XGBoost,0.95,1.645,12.672785736678387,55.15526994074657,643.6155439133494,616.300743761145,22520.86177851976
2,14,2,84.06575342465753,30684.0,182.71,1122.2909476407967,XGBoost,0.95,1.645,8.694433895479953,37.840444749195676,626.3007187217984,598.985918569594,21888.143436370105
2,15,1,125.51780821917808,45814.0,40.0,2930.8915025978017,XGBoost,0.95,1.645,17.973011566464734,78.22323561641389,956.8478931506604,1543.6689869153147,12349.351895322518
2,15,2,125.51780821917808,45814.0,40.0,2930.8915025978017,XGBoost,0.95,1.645,11.191198357725064,48.70701511146604,927.3316726457126,1514.152766410367,12113.222131282935
2,16,1,37.07671232876712,13533.0,1506.73,259.54337927300253,XGBoost,0.95,1.645,10.117229725318046,44.03282341761757,303.5698097189874,173.80451305411884,52375.294790806496
2,16,2,37.07671232876712,13533.0,1506.73,259.54337927300253,XGBoost,0.95,1.645,6.63692602851856,28.885633694589323,288.42261999595917,158.6573233310906,47810.74975653083
2,17,1,47.14794520547945,17209.0,834.61,393.2481217518776,XGBoost,0.95,1.645,11.27027026639945,49.05115668840783,379.086773126764,245.6752175643466,41008.59866627587
2,17,2,47.14794520547945,17209.0,834.61,393.2481217518776,XGBoost,0.95,1.645,7.144004589476042,31.0925718920709,361.12818833042707,227.7166327680097,38010.915774901725
2,18,1,121.36164383561643,44297.0,51.52,2539.3926714377103,XGBoost,0.95,1.645,18.19239430922552,79.17804655133655,928.7095534006517,1348.8743822701917,13898.801634912059
2,18,2,121.36164383561643,44297.0,51.52,2539.3926714377103,XGBoost,0.95,1.645,10.910325824629844,47.484584565909564,897.0160914152247,1317.1809202847646,13572.232202614217
2,19,1,58.0,21170.0,547.3,538.6148668439349,XGBoost,0.95,1.645,12.353701925581865,53.76653394374993,459.76653394374995,323.0739673657174,35363.67646785142
2,19,2,58.0,21170.0,547.3,538.6148668439349,XGBoost,0.95,1.645,7.560989223027498,32.90739781137205,438.90739781137205,302.2148312333395,33080.43542680134
2,20,1,68.32328767123288,24938.0,424.89,663.4728977867734,XGBoost,0.95,1.645,10.821467401089944,47.097849522905754,525.3608632215359,378.8342984162924,32192.5810108197
2,20,2,68.32328767123288,24938.0,424.89,663.4728977867734,XGBoost,0.95,1.645,7.478930441026937,32.550256582419486,510.8132702810496,364.2867054758062,30956.35565792306
2,21,1,57.227397260273975,20888.0,647.93,491.7167660860244,XGBoost,0.95,1.645,13.911792974141584,60.547752703477556,461.1395335253954,306.4061357464898,39705.94550684462
2,21,2,57.227397260273975,20888.0,647.93,491.7167660860244,XGBoost,0.95,1.645,8.464375416649677,36.83917022552751,437.4309510474453,282.6975532685397,36633.64513785698
2,22,1,114.44109589041096,41771.0,72.21,2082.904678238781,XGBoost,0.95,1.645,14.785369216125202,64.34978443048585,865.4374556633627,1105.8021235498763,15969.994268307315
2,22,2,114.44109589041096,41771.0,72.21,2082.904678238781,XGBoost,0.95,1.645,11.000896760935733,47.87877291127702,848.9664441441538,1089.3311120306676,15732.119919946901
2,23,1,41.98082191780822,15323.0,1075.06,326.95364308197196,XGBoost,0.95,1.645,9.765691429539949,42.50283703569418,336.36859046035175,205.97965857668015,44288.09834988915
2,23,2,41.98082191780822,15323.0,1075.06,326.95364308197196,XGBoost,0.95,1.645,6.3343369671764345,27.568687152114567,321.43444057677215,191.04550869310054,41077.07691512093
2,24,1,94.42465753424658,34465.0,141.85,1349.9108966795802,XGBoost,0.95,1.645,14.962894063574863,65.12241888400911,726.0950216237352,740.0778672237992,20996.009093139186
2,24,2,94.42465753424658,34465.0,141.85,1349.9108966795802,XGBoost,0.95,1.645,9.154090132840519,39.84098862158146,700.8135913613075,714.7964369613716,20278.774916594113
2,25,1,114.27671232876712,41711.0,56.06,2362.269191506984,XGBoost,0.95,1.645,18.639205222675532,81.12268422263251,881.0596705240024,1262.2572799761244,14152.42862309231
2,25,2,114.27671232876712,41711.0,56.06,2362.269191506984,XGBoost,0.95,1.645,12.79697468421353,55.69577264214814,855.632758943518,1236.83036839564,13867.342090451919
2,26,1,68.94794520547946,25166.0,390.5,695.2279262214712,XGBoost,0.95,1.645,13.588884717456013,59.14237172145389,541.7779881598101,406.7563348321895,31767.669750394005
2,26,2,68.94794520547946,25166.0,390.5,695.2279262214712,XGBoost,0.95,1.645,8.841906860636668,38.48228557024256,521.1179020085988,386.09624868097814,30154.117021984395
2,27,1,31.75068493150685,11589.0,1639.41,230.25539949431206,XGBoost,0.95,1.645,6.915848006935996,30.0995749172753,252.35436943782327,145.22727466443132,47617.40927152308
2,27,2,31.75068493150685,11589.0,1639.41,230.25539949431206,XGBoost,0.95,1.645,5.359085467130938,23.324138174264796,245.57893269481275,138.45183792142083,45395.86552135131
2,28,1,124.81917808219178,45559.0,43.52,2802.0332199032146,XGBoost,0.95,1.645,19.522032954180727,84.96498084581434,958.6992274211568,1485.9815907974216,12933.983766300758
2,28,2,124.81917808219178,45559.0,43.52,2802.0332199032146,XGBoost,0.95,1.645,12.315735410830397,53.60129376583342,927.3355403411758,1454.6179037174406,12660.994233956604
2,29,1,99.25479452054795,36228.0,119.82,1505.8723309815557,XGBoost,0.95,1.645,17.10104242945187,74.42819842954277,769.2117600733784,827.3643639203207,19826.95961698656
2,29,2,99.25479452054795,36228.0,119.82,1505.8723309815557,XGBoost,0.95,1.645,10.769060527836546,46.869761137202545,741.6533227810381,799.8059266279804,19166.549225712923
2,30,1,58.0027397260274,21171.0,595.5,516.369324802488,XGBoost,0.95,1.645,10.674303485346321,46.45735376553771,452.4765318477295,304.64201616678173,36282.864125463704
2,30,2,58.0027397260274,21171.0,595.5,516.369324802488,XGBoost,0.95,1.645,8.510695815896966,37.04076868835428,443.05994677054605,295.22543108959826,35161.348842771156
2,31,1,83.53150684931506,30489.0,198.8,1072.491927056614,XGBoost,0.95,1.645,14.764285072849772,64.2580207379569,648.9785686831624,600.503984266264,23876.038414426657
2,31,2,83.53150684931506,30489.0,198.8,1072.491927056614,XGBoost,0.95,1.645,8.730214425563068,37.99617095149747,622.7167188967029,574.2421344798045,22831.86726691703
