store_key,item_key,naive_stockout_rate,xgb_stockout_rate,n_windows
2,13,0.023255813953488372,0.1511627906976744,86
2,14,0.05813953488372093,0.011627906976744186,86
2,15,0.011627906976744186,0.23255813953488372,86
2,16,0.09302325581395349,0.05813953488372093,86
2,17,0.06976744186046512,0.09302325581395349,86
2,18,0.023255813953488372,0.22093023255813954,86
2,19,0.0,0.03488372093023256,86
2,20,0.023255813953488372,0.011627906976744186,86
2,21,0.03488372093023256,0.13953488372093023,86
2,22,0.023255813953488372,0.046511627906976744,86
2,23,0.03488372093023256,0.023255813953488372,86
2,24,0.03488372093023256,0.046511627906976744,86
2,25,0.0,0.05813953488372093,86
2,26,0.0,0.011627906976744186,86
2,27,0.023255813953488372,0.023255813953488372,86
2,28,0.011627906976744186,0.13953488372093023,86
2,29,0.0,0.046511627906976744,86
2,30,0.011627906976744186,0.0,86
2,31,0.05813953488372093,0.11627906976744186,86
2,32,0.011627906976744186,0.03488372093023256,86
2,33,0.046511627906976744,0.023255813953488372,86
2,34,0.023255813953488372,0.023255813953488372,86
2,35,0.023255813953488372,0.11627906976744186,86
2,36,0.06976744186046512,0.13953488372093023,86
2,37,0.023255813953488372,0.023255813953488372,86
2,38,0.0,0.046511627906976744,86
2,39,0.011627906976744186,0.05813953488372093,86
2,40,0.05813953488372093,0.11627906976744186,86
2,41,0.023255813953488372,0.011627906976744186,86
2,42,0.023255813953488372,0.09302325581395349,86
2,43,0.011627906976744186,0.0,86
2,44,0.046511627906976744,0.046511627906976744,86
2,45,0.08139534883720931,0.22093023255813954,86
2,46,0.05813953488372093,0.16279069767441862,86
2,47,0.023255813953488372,0.03488372093023256,86
2,48,0.011627906976744186,0.03488372093023256,86
2,49,0.03488372093023256,0.03488372093023256,86
2,50,0.0,0.10465116279069768,86
3,1,0.046511627906976744,0.03488372093023256,86
3,2,0.011627906976744186,0.046511627906976744,86
3,3,0.03488372093023256,0.05813953488372093,86
3,4,0.05813953488372093,0.046511627906976744,86
3,5,0.046511627906976744,0.046511627906976744,86
3,6,0.08139534883720931,0.08139534883720931,86
3,7,0.011627906976744186,0.046511627906976744,86
3,8,0.03488372093023256,0.046511627906976744,86
3,9,0.05813953488372093,0.11627906976744186,86
3,10,0.046511627906976744,0.06976744186046512,86
3,11,0.023255813953488372,0.08139534883720931,86
3,12,0.011627906976744186,0.03488372093023256,86
3,13,0.023255813953488372,0.05813953488372093,86
3,14,0.05813953488372093,0.023255813953488372,86
3,15,0.023255813953488372,0.20930232558139536,86
3,16,0.023255813953488372,0.023255813953488372,86
3,17,0.046511627906976744,0.046511627906976744,86
3,18,0.03488372093023256,0.1511627906976744,86
3,19,0.08139534883720931,0.08139534883720931,86
3,20,0.011627906976744186,0.0,86
3,21,0.05813953488372093,0.08139534883720931,86
3,22,0.08139534883720931,0.09302325581395349,86
3,23,0.011627906976744186,0.0,86
3,24,0.09302325581395349,0.03488372093023256,86
3,25,0.06976744186046512,0.20930232558139536,86
3,26,0.05813953488372093,0.03488372093023256,86
3,27,0.05813953488372093,0.046511627906976744,86
3,28,0.0,0.011627906976744186,86
3,29,0.023255813953488372,0.023255813953488372,86
3,30,0.0,0.0,86
3,31,0.023255813953488372,0.023255813953488372,86
3,32,0.06976744186046512,0.10465116279069768,86
3,33,0.03488372093023256,0.10465116279069768,86
3,34,0.05813953488372093,0.05813953488372093,86
3,35,0.011627906976744186,0.03488372093023256,86
3,36,0.05813953488372093,0.09302325581395349,86
3,37,0.03488372093023256,0.11627906976744186,86
3,38,0.0,0.05813953488372093,86
3,39,0.05813953488372093,0.046511627906976744,86
3,40,0.046511627906976744,0.05813953488372093,86
3,41,0.023255813953488372,0.023255813953488372,86
3,42,0.09302325581395349,0.09302325581395349,86
3,43,0.08139534883720931,0.06976744186046512,86
3,44,0.011627906976744186,0.011627906976744186,86
3,45,0.06976744186046512,0.08139534883720931,86
3,46,0.06976744186046512,0.12790697674418605,86
3,47,0.03488372093023256,0.03488372093023256,86
3,48,0.046511627906976744,0.09302325581395349,86
3,49,0.06976744186046512,0.05813953488372093,86
3,50,0.03488372093023256,0.12790697674418605,86
4,1,0.06976744186046512,0.023255813953488372,86
4,2,0.0,0.06976744186046512,86
4,3,0.05813953488372093,0.06976744186046512,86
4,4,0.10465116279069768,0.11627906976744186,86
4,5,0.03488372093023256,0.05813953488372093,86
4,6,0.023255813953488372,0.023255813953488372,86
4,7,0.03488372093023256,0.023255813953488372,86
4,8,0.05813953488372093,0.06976744186046512,86
4,9,0.06976744186046512,0.08139534883720931,86
4,10,0.0,0.08139534883720931,86
4,11,0.11627906976744186,0.13953488372093023,86
4,12,0.09302325581395349,0.09302325581395349,86
4,13,0.05813953488372093,0.06976744186046512,86
4,14,0.046511627906976744,0.03488372093023256,86
4,15,0.05813953488372093,0.09302325581395349,86
4,16,0.0,0.046511627906976744,86
4,17,0.05813953488372093,0.03488372093023256,86
4,18,0.023255813953488372,0.06976744186046512,86
4,19,0.06976744186046512,0.06976744186046512,86
4,20,0.023255813953488372,0.023255813953488372,86
4,21,0.05813953488372093,0.10465116279069768,86
4,22,0.0,0.011627906976744186,86
4,23,0.046511627906976744,0.046511627906976744,86
4,24,0.06976744186046512,0.046511627906976744,86
4,25,0.023255813953488372,0.03488372093023256,86
4,26,0.08139534883720931,0.09302325581395349,86
4,27,0.06976744186046512,0.10465116279069768,86
4,28,0.03488372093023256,0.023255813953488372,86
4,29,0.0,0.0,86
4,30,0.023255813953488372,0.0,86
4,31,0.011627906976744186,0.011627906976744186,86
4,32,0.03488372093023256,0.023255813953488372,86
4,33,0.05813953488372093,0.011627906976744186,86
4,34,0.05813953488372093,0.046511627906976744,86
4,35,0.05813953488372093,0.08139534883720931,86
4,36,0.05813953488372093,0.05813953488372093,86
4,37,0.011627906976744186,0.023255813953488372,86
4,38,0.011627906976744186,0.011627906976744186,86
4,39,0.011627906976744186,0.0,86
4,40,0.046511627906976744,0.03488372093023256,86
4,41,0.0,0.0,86
4,42,0.0,0.0,86
4,43,0.023255813953488372,0.011627906976744186,86
4,44,0.06976744186046512,0.03488372093023256,86
4,45,0.0,0.023255813953488372,86
4,46,0.023255813953488372,0.08139534883720931,86
4,47,0.09302325581395349,0.06976744186046512,86
4,48,0.0,0.03488372093023256,86
4,49,0.0,0.011627906976744186,86
4,50,0.011627906976744186,0.08139534883720931,86
5,1,0.011627906976744186,0.011627906976744186,86
5,2,0.023255813953488372,0.08139534883720931,86
5,3,0.03488372093023256,0.06976744186046512,86
5,4,0.0,0.023255813953488372,86
5,5,0.046511627906976744,0.011627906976744186,86
5,6,0.06976744186046512,0.046511627906976744,86
5,7,0.09302325581395349,0.05813953488372093,86
5,8,0.023255813953488372,0.08139534883720931,86
5,9,0.046511627906976744,0.046511627906976744,86
5,10,0.046511627906976744,0.05813953488372093,86
5,11,0.023255813953488372,0.023255813953488372,86
5,12,0.03488372093023256,0.011627906976744186,86
5,13,0.023255813953488372,0.011627906976744186,86
5,14,0.06976744186046512,0.06976744186046512,86
5,15,0.023255813953488372,0.023255813953488372,86
5,16,0.046511627906976744,0.0,86
5,17,0.05813953488372093,0.12790697674418605,86
5,18,0.06976744186046512,0.05813953488372093,86
5,19,0.05813953488372093,0.03488372093023256,86
5,20,0.046511627906976744,0.046511627906976744,86
5,21,0.08139534883720931,0.1511627906976744,86
5,22,0.0,0.023255813953488372,86
5,23,0.03488372093023256,0.05813953488372093,86
5,24,0.09302325581395349,0.11627906976744186,86
5,25,0.011627906976744186,0.0,86
5,26,0.08139534883720931,0.046511627906976744,86
5,27,0.046511627906976744,0.011627906976744186,86
5,28,0.09302325581395349,0.11627906976744186,86
5,29,0.06976744186046512,0.023255813953488372,86
5,30,0.06976744186046512,0.046511627906976744,86
5,31,0.011627906976744186,0.011627906976744186,86
5,32,0.08139534883720931,0.023255813953488372,86
5,33,0.0,0.06976744186046512,86
5,34,0.011627906976744186,0.023255813953488372,86
5,35,0.046511627906976744,0.023255813953488372,86
5,36,0.06976744186046512,0.023255813953488372,86
5,37,0.06976744186046512,0.03488372093023256,86
5,38,0.05813953488372093,0.06976744186046512,86
5,39,0.11627906976744186,0.06976744186046512,86
5,40,0.06976744186046512,0.10465116279069768,86
5,41,0.023255813953488372,0.023255813953488372,86
5,42,0.0,0.06976744186046512,86
5,43,0.06976744186046512,0.05813953488372093,86
5,44,0.05813953488372093,0.011627906976744186,86
5,45,0.0,0.011627906976744186,86
5,46,0.023255813953488372,0.06976744186046512,86
5,47,0.046511627906976744,0.09302325581395349,86
5,48,0.08139534883720931,0.05813953488372093,86
5,49,0.046511627906976744,0.046511627906976744,86
5,50,0.011627906976744186,0.05813953488372093,86
6,1,0.046511627906976744,0.046511627906976744,86
6,2,0.11627906976744186,0.11627906976744186,86
6,3,0.06976744186046512,0.06976744186046512,86
6,4,0.08139534883720931,0.10465116279069768,86
6,5,0.011627906976744186,0.023255813953488372,86
6,6,0.023255813953488372,0.011627906976744186,86
6,7,0.06976744186046512,0.05813953488372093,86
6,8,0.06976744186046512,0.023255813953488372,86
6,9,0.023255813953488372,0.011627906976744186,86
6,10,0.0,0.023255813953488372,86
6,11,0.05813953488372093,0.06976744186046512,86
6,12,0.03488372093023256,0.046511627906976744,86
6,13,0.09302325581395349,0.11627906976744186,86
6,14,0.03488372093023256,0.011627906976744186,86
6,15,0.023255813953488372,0.046511627906976744,86
6,16,0.046511627906976744,0.05813953488372093,86
6,17,0.023255813953488372,0.023255813953488372,86
6,18,0.023255813953488372,0.046511627906976744,86
6,19,0.046511627906976744,0.023255813953488372,86
6,20,0.09302325581395349,0.06976744186046512,86
6,21,0.046511627906976744,0.05813953488372093,86
6,22,0.10465116279069768,0.09302325581395349,86
6,23,0.023255813953488372,0.046511627906976744,86
6,24,0.03488372093023256,0.06976744186046512,86
6,25,0.023255813953488372,0.08139534883720931,86
6,26,0.011627906976744186,0.011627906976744186,86
6,27,0.0,0.046511627906976744,86
6,28,0.023255813953488372,0.06976744186046512,86
6,29,0.011627906976744186,0.03488372093023256,86
6,30,0.023255813953488372,0.0,86
6,31,0.0,0.0,86
6,32,0.046511627906976744,0.05813953488372093,86
6,33,0.03488372093023256,0.03488372093023256,86
6,34,0.06976744186046512,0.09302325581395349,86
6,35,0.046511627906976744,0.10465116279069768,86
6,36,0.11627906976744186,0.11627906976744186,86
6,37,0.011627906976744186,0.05813953488372093,86
6,38,0.011627906976744186,0.03488372093023256,86
6,39,0.011627906976744186,0.08139534883720931,86
6,40,0.12790697674418605,0.1511627906976744,86
6,41,0.08139534883720931,0.023255813953488372,86
6,42,0.0,0.011627906976744186,86
6,43,0.10465116279069768,0.05813953488372093,86
6,44,0.046511627906976744,0.08139534883720931,86
6,45,0.09302325581395349,0.09302325581395349,86
6,46,0.0,0.03488372093023256,86
6,47,0.05813953488372093,0.011627906976744186,86
6,48,0.046511627906976744,0.023255813953488372,86
6,49,0.06976744186046512,0.03488372093023256,86
6,50,0.05813953488372093,0.10465116279069768,86
7,1,0.023255813953488372,0.03488372093023256,86
7,2,0.11627906976744186,0.11627906976744186,86
7,3,0.05813953488372093,0.06976744186046512,86
7,4,0.011627906976744186,0.011627906976744186,86
7,5,0.046511627906976744,0.023255813953488372,86
7,6,0.0,0.023255813953488372,86
7,7,0.05813953488372093,0.06976744186046512,86
7,8,0.05813953488372093,0.05813953488372093,86
7,9,0.046511627906976744,0.023255813953488372,86
7,10,0.06976744186046512,0.046511627906976744,86
7,11,0.011627906976744186,0.011627906976744186,86
7,12,0.023255813953488372,0.03488372093023256,86
7,13,0.023255813953488372,0.023255813953488372,86
7,14,0.011627906976744186,0.03488372093023256,86
7,15,0.046511627906976744,0.11627906976744186,86
7,16,0.09302325581395349,0.11627906976744186,86
7,17,0.03488372093023256,0.046511627906976744,86
7,18,0.011627906976744186,0.05813953488372093,86
7,19,0.05813953488372093,0.03488372093023256,86
7,20,0.05813953488372093,0.011627906976744186,86
7,21,0.06976744186046512,0.08139534883720931,86
7,22,0.023255813953488372,0.011627906976744186,86
7,23,0.11627906976744186,0.06976744186046512,86
7,24,0.011627906976744186,0.046511627906976744,86
7,25,0.011627906976744186,0.05813953488372093,86
7,26,0.03488372093023256,0.0,86
7,27,0.06976744186046512,0.046511627906976744,86
7,28,0.023255813953488372,0.046511627906976744,86
7,29,0.08139534883720931,0.046511627906976744,86
7,30,0.03488372093023256,0.023255813953488372,86
7,31,0.023255813953488372,0.05813953488372093,86
7,32,0.08139534883720931,0.046511627906976744,86
7,33,0.023255813953488372,0.046511627906976744,86
7,34,0.03488372093023256,0.011627906976744186,86
7,35,0.0,0.023255813953488372,86
7,36,0.06976744186046512,0.011627906976744186,86
7,37,0.023255813953488372,0.0,86
7,38,0.06976744186046512,0.08139534883720931,86
7,39,0.03488372093023256,0.023255813953488372,86
7,40,0.046511627906976744,0.0,86
7,41,0.12790697674418605,0.023255813953488372,86
7,42,0.06976744186046512,0.06976744186046512,86
7,43,0.03488372093023256,0.046511627906976744,86
7,44,0.03488372093023256,0.023255813953488372,86
7,45,0.046511627906976744,0.03488372093023256,86
7,46,0.0,0.0,86
7,47,0.023255813953488372,0.023255813953488372,86
7,48,0.023255813953488372,0.011627906976744186,86
7,49,0.023255813953488372,0.03488372093023256,86
7,50,0.05813953488372093,0.06976744186046512,86
8,1,0.0,0.011627906976744186,86
8,2,0.09302325581395349,0.11627906976744186,86
8,3,0.03488372093023256,0.06976744186046512,86
8,4,0.05813953488372093,0.046511627906976744,86
8,5,0.0,0.011627906976744186,86
8,6,0.011627906976744186,0.05813953488372093,86
8,7,0.06976744186046512,0.05813953488372093,86
8,8,0.06976744186046512,0.26744186046511625,86
8,9,0.06976744186046512,0.13953488372093023,86
8,10,0.023255813953488372,0.09302325581395349,86
8,11,0.011627906976744186,0.05813953488372093,86
8,12,0.046511627906976744,0.08139534883720931,86
8,13,0.0,0.16279069767441862,86
8,14,0.011627906976744186,0.03488372093023256,86
8,15,0.05813953488372093,0.12790697674418605,86
8,16,0.09302325581395349,0.08139534883720931,86
8,17,0.06976744186046512,0.12790697674418605,86
8,18,0.023255813953488372,0.09302325581395349,86
8,19,0.12790697674418605,0.08139534883720931,86
8,20,0.046511627906976744,0.03488372093023256,86
8,21,0.06976744186046512,0.08139534883720931,86
8,22,0.03488372093023256,0.13953488372093023,86
8,23,0.06976744186046512,0.03488372093023256,86
8,24,0.03488372093023256,0.03488372093023256,86
8,25,0.06976744186046512,0.16279069767441862,86
8,26,0.08139534883720931,0.08139534883720931,86
8,27,0.023255813953488372,0.0,86
8,28,0.023255813953488372,0.22093023255813954,86
8,29,0.023255813953488372,0.03488372093023256,86
8,30,0.011627906976744186,0.0,86
8,31,0.011627906976744186,0.08139534883720931,86
8,32,0.06976744186046512,0.05813953488372093,86
8,33,0.023255813953488372,0.023255813953488372,86
8,34,0.023255813953488372,0.023255813953488372,86
8,35,0.06976744186046512,0.11627906976744186,86
8,36,0.011627906976744186,0.10465116279069768,86
8,37,0.05813953488372093,0.10465116279069768,86
8,38,0.03488372093023256,0.1511627906976744,86
8,39,0.0,0.023255813953488372,86
8,40,0.06976744186046512,0.046511627906976744,86
8,41,0.046511627906976744,0.0,86
8,42,0.03488372093023256,0.023255813953488372,86
8,43,0.06976744186046512,0.12790697674418605,86
8,44,0.023255813953488372,0.03488372093023256,86
8,45,0.011627906976744186,0.11627906976744186,86
8,46,0.03488372093023256,0.05813953488372093,86
8,47,0.023255813953488372,0.03488372093023256,86
8,48,0.08139534883720931,0.08139534883720931,86
8,49,0.046511627906976744,0.0,86
8,50,0.05813953488372093,0.06976744186046512,86
9,1,0.0,0.0,86
9,2,0.023255813953488372,0.03488372093023256,86
9,3,0.011627906976744186,0.0,86
9,4,0.0,0.023255813953488372,86
9,5,0.023255813953488372,0.023255813953488372,86
9,6,0.046511627906976744,0.023255813953488372,86
9,7,0.046511627906976744,0.046511627906976744,86
9,8,0.046511627906976744,0.06976744186046512,86
9,9,0.046511627906976744,0.11627906976744186,86
9,10,0.011627906976744186,0.046511627906976744,86
9,11,0.03488372093023256,0.011627906976744186,86
9,12,0.05813953488372093,0.03488372093023256,86
9,13,0.11627906976744186,0.11627906976744186,86
9,14,0.0,0.0,86
9,15,0.023255813953488372,0.10465116279069768,86
9,16,0.046511627906976744,0.05813953488372093,86
9,17,0.046511627906976744,0.046511627906976744,86
9,18,0.06976744186046512,0.11627906976744186,86
9,19,0.011627906976744186,0.011627906976744186,86
9,20,0.08139534883720931,0.10465116279069768,86
9,21,0.011627906976744186,0.046511627906976744,86
9,22,0.011627906976744186,0.011627906976744186,86
9,23,0.10465116279069768,0.03488372093023256,86
9,24,0.06976744186046512,0.023255813953488372,86
9,25,0.046511627906976744,0.05813953488372093,86
9,26,0.05813953488372093,0.046511627906976744,86
9,27,0.03488372093023256,0.06976744186046512,86
9,28,0.023255813953488372,0.12790697674418605,86
9,29,0.05813953488372093,0.06976744186046512,86
9,30,0.011627906976744186,0.011627906976744186,86
9,31,0.06976744186046512,0.05813953488372093,86
9,32,0.046511627906976744,0.011627906976744186,86
9,33,0.023255813953488372,0.023255813953488372,86
9,34,0.03488372093023256,0.023255813953488372,86
9,35,0.03488372093023256,0.03488372093023256,86
9,36,0.046511627906976744,0.046511627906976744,86
9,37,0.0,0.0,86
9,38,0.03488372093023256,0.06976744186046512,86
9,39,0.05813953488372093,0.05813953488372093,86
9,40,0.046511627906976744,0.09302325581395349,86
9,41,0.046511627906976744,0.023255813953488372,86
9,42,0.023255813953488372,0.03488372093023256,86
9,43,0.09302325581395349,0.11627906976744186,86
9,44,0.0,0.023255813953488372,86
9,45,0.03488372093023256,0.046511627906976744,86
9,46,0.09302325581395349,0.03488372093023256,86
9,47,0.05813953488372093,0.046511627906976744,86
9,48,0.046511627906976744,0.023255813953488372,86
9,49,0.08139534883720931,0.05813953488372093,86
9,50,0.05813953488372093,0.03488372093023256,86
10,1,0.06976744186046512,0.05813953488372093,86
10,2,0.011627906976744186,0.023255813953488372,86
10,3,0.03488372093023256,0.06976744186046512,86
10,4,0.046511627906976744,0.03488372093023256,86
10,5,0.05813953488372093,0.011627906976744186,86
10,6,0.03488372093023256,0.12790697674418605,86
10,7,0.06976744186046512,0.023255813953488372,86
10,8,0.0,0.03488372093023256,86
10,9,0.03488372093023256,0.023255813953488372,86
10,10,0.023255813953488372,0.023255813953488372,86
10,11,0.12790697674418605,0.12790697674418605,86
10,12,0.023255813953488372,0.06976744186046512,86
10,13,0.06976744186046512,0.10465116279069768,86
10,14,0.0,0.0,86
10,15,0.05813953488372093,0.046511627906976744,86
10,16,0.023255813953488372,0.046511627906976744,86
10,17,0.046511627906976744,0.12790697674418605,86
10,18,0.046511627906976744,0.06976744186046512,86
10,19,0.11627906976744186,0.06976744186046512,86
10,20,0.011627906976744186,0.0,86
10,21,0.011627906976744186,0.011627906976744186,86
10,22,0.09302325581395349,0.13953488372093023,86
10,23,0.05813953488372093,0.046511627906976744,86
10,24,0.011627906976744186,0.023255813953488372,86
10,25,0.05813953488372093,0.06976744186046512,86
10,26,0.08139534883720931,0.023255813953488372,86
10,27,0.023255813953488372,0.03488372093023256,86
10,28,0.05813953488372093,0.1511627906976744,86
10,29,0.023255813953488372,0.03488372093023256,86
10,30,0.046511627906976744,0.011627906976744186,86
10,31,0.0,0.10465116279069768,86
10,32,0.0,0.0,86
10,33,0.011627906976744186,0.023255813953488372,86
10,34,0.0,0.023255813953488372,86
10,35,0.046511627906976744,0.11627906976744186,86
10,36,0.0,0.046511627906976744,86
10,37,0.03488372093023256,0.046511627906976744,86
10,38,0.011627906976744186,0.03488372093023256,86
10,39,0.046511627906976744,0.03488372093023256,86
10,40,0.03488372093023256,0.03488372093023256,86
10,41,0.0,0.0,86
10,42,0.03488372093023256,0.046511627906976744,86
10,43,0.03488372093023256,0.011627906976744186,86
10,44,0.0,0.023255813953488372,86
10,45,0.023255813953488372,0.05813953488372093,86
10,46,0.0,0.023255813953488372,86
10,47,0.03488372093023256,0.011627906976744186,86
10,48,0.023255813953488372,0.046511627906976744,86
10,49,0.06976744186046512,0.05813953488372093,86
10,50,0.03488372093023256,0.08139534883720931,86
